country_code,country_name,year,pfm_inst,digital_inst,hrms_inst,justice_inst,political_inst,social_inst,integrity_inst,transparency_inst,env_inst,gdppc,govdebt,cgdppc,region,income,lending
GNQ,Equatorial Guinea,2000,NA,0,0.2917491,NA,0.3340867,NA,0.083967,NA,NA,11767.4708814313,NA,3839.08642737128,Sub-Saharan Africa,Upper middle income,IBRD
GRC,Greece,2000,NA,0.1111111,0.7318413,NA,0.5961788,NA,0.61992100000000006,NA,NA,31386.6397823871,123.892647779887,18002.9065076414,Europe & Central Asia,High income,Not classified
GRD,Grenada,2000,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,11632.1744534748,NA,6677.1265230922,Latin America & Caribbean,Upper middle income,Blend
GTM,Guatemala,2000,NA,0.2222222,0.3645985,NA,0.4335575,NA,0.2109286,NA,NA,8773.45415314278,16.9838230125753,3165.93228157771,Latin America & Caribbean,Upper middle income,IBRD
GUY,Guyana,2000,NA,0.1111111,0.5112171,NA,0.427426,NA,0.3451715,NA,NA,8025.2930049306,NA,3759.60789699989,Latin America & Caribbean,Upper middle income,IDA
HKG,"Hong Kong SAR, China",2000,NA,0.1111111,0.7854239,NA,NA,NA,0.8046519,NA,NA,39848.6384665799,NA,26933.2785287204,East Asia & Pacific,High income,Not classified
HND,Honduras,2000,NA,0.1111111,0.4546976,NA,0.3837799,NA,0.1978488,NA,NA,4579.68960840984,NA,1789.47798512637,Latin America & Caribbean,Lower middle income,IDA
HRV,Croatia,2000,NA,0,0.580948,NA,0.6022779,NA,0.6575279,NA,NA,21303.8047498153,34.2410155506968,8879.96498049361,Europe & Central Asia,High income,IBRD
HTI,Haiti,2000,NA,0.1111111,0.4493669,NA,0.4337347,NA,0.190107,NA,NA,3256.62946976622,NA,1342.89490450523,Latin America & Caribbean,Lower middle income,IDA
HUN,Hungary,2000,NA,0.1111111,0.7909942,NA,0.5484291,NA,0.5791469,NA,NA,22142.3342669574,61.211424272436,8967.69626924063,Europe & Central Asia,High income,Not classified
IDN,Indonesia,2000,NA,0.1111111,0.5265144,NA,0.533665,NA,0.2535098,NA,NA,6056.38197842165,NA,1828.10265975051,East Asia & Pacific,Lower middle income,IBRD
IND,India,2000,NA,0.4444444,0.5667245,NA,0.5415934,NA,0.4481169,NA,NA,3099.5028215766,55.0042464964554,756.704109527449,South Asia,Lower middle income,IBRD
IRL,Ireland,2000,NA,0.2222222,0.7862003,NA,0.5541888,NA,0.8172303,NA,NA,53744.5426721978,38.1423657943342,42643.6343965079,Europe & Central Asia,High income,Not classified
IRN,"Iran, Islamic Rep.",2000,NA,0.2222222,0.4468255,NA,0.464498,NA,0.4510542,NA,NA,10908.2929308945,NA,3885.30183362976,Middle East & North Africa,Lower middle income,IBRD
IRQ,Iraq,2000,NA,0,0.2414634,NA,0.2728225,NA,0.1420798,NA,NA,12702.1641950892,NA,4172.78025105244,Middle East & North Africa,Upper middle income,IBRD
ISL,Iceland,2000,NA,0.2222222,NA,NA,0.5949513,NA,0.9182608,NA,NA,47772.6424786319,58.2580205912156,42174.6650584696,Europe & Central Asia,High income,Not classified
ISR,Israel,2000,NA,0,0.675941,NA,0.5420889,NA,0.7468265,NA,NA,33109.7126713212,NA,29352.2758538156,Middle East & North Africa,High income,Not classified
ITA,Italy,2000,NA,0.1111111,0.7567352,NA,0.6030683,NA,0.7103347,NA,NA,50353.4200626993,NA,32609.6674684471,Europe & Central Asia,High income,Not classified
JAM,Jamaica,2000,NA,0.2222222,0.6587628,NA,0.5868739,NA,0.6926854,NA,NA,9518.23176217597,98.3341557109605,4928.33188369804,Latin America & Caribbean,Upper middle income,IBRD
JOR,Jordan,2000,NA,0.2222222,0.454078,NA,0.4184955,NA,0.5753171,NA,NA,8086.92215795305,93.7109707103206,3412.07673213708,Middle East & North Africa,Upper middle income,IBRD
JPN,Japan,2000,NA,0.1111111,NA,NA,0.5446296,NA,0.7790924,NA,NA,39014.2110212917,98.9338230693531,31430.6311303282,East Asia & Pacific,High income,Not classified
KAZ,Kazakhstan,2000,NA,0.2222222,0.4933582,NA,0.4274785,NA,0.1069751,NA,NA,12935.864368308,NA,4269.33016782791,Europe & Central Asia,Upper middle income,IBRD
KEN,Kenya,2000,NA,0.1111111,0.4352587,NA,0.7003165,NA,0.1851209,NA,NA,3756.63622296879,NA,1195.41296851656,Sub-Saharan Africa,Lower middle income,Blend
KGZ,Kyrgyz Republic,2000,NA,0,0.4663661,NA,0.4549995,NA,0.123407,NA,NA,3638.46351431821,NA,718.34290572247,Europe & Central Asia,Lower middle income,IDA
KHM,Cambodia,2000,NA,0,0.2997942,NA,0.390093,NA,0.0447078,NA,NA,1922.03179092592,NA,598.561915252147,East Asia & Pacific,Lower middle income,IDA
KIR,Kiribati,2000,NA,0,NA,NA,NA,NA,NA,NA,NA,2481.41406302546,NA,1555.58163876136,East Asia & Pacific,Lower middle income,IDA
KNA,St. Kitts and Nevis,2000,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,19851.3879791074,NA,14039.0281125333,Latin America & Caribbean,High income,IBRD
KOR,"Korea, Rep.",2000,NA,0,0.8278389,NA,0.6261812,NA,0.6369347,NA,NA,25111.1377134842,NA,16995.5591864626,East Asia & Pacific,High income,Not classified
KWT,Kuwait,2000,NA,0.2222222,0.5191683,NA,0.4117301,NA,0.4234172,NA,NA,60280.7123808404,NA,31341.9779145225,Middle East & North Africa,High income,Not classified
LAO,Lao PDR,2000,NA,0,0.436697,NA,0.4310077,NA,0.2515909,NA,NA,2899.01961879748,NA,917.228038617529,East Asia & Pacific,Lower middle income,IDA
LBN,Lebanon,2000,NA,0.3333333,0.4107937,NA,0.4469658,NA,0.1567757,NA,NA,11571.7326041085,NA,5958.97836750301,Middle East & North Africa,Lower middle income,IBRD
LBR,Liberia,2000,NA,0,0.2865827,NA,0.4811313,NA,0.1056086,NA,NA,1868.17975587618,NA,754.850917360951,Sub-Saharan Africa,Low income,IDA
LBY,Libya,2000,NA,0,0.3861509,NA,0.3648357,NA,0.1918038,NA,NA,17742.3474896438,NA,10853.8059516526,Middle East & North Africa,Upper middle income,IBRD
LCA,St. Lucia,2000,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,18818.7242123634,30.8776806989674,9198.95514428292,Latin America & Caribbean,Upper middle income,Blend
LKA,Sri Lanka,2000,NA,0.3333333,0.5284532,NA,0.4178981,NA,0.5644577,NA,NA,6428.61341890463,96.9040326453759,1958.09806795553,South Asia,Lower middle income,IBRD
LSO,Lesotho,2000,NA,0.1111111,0.4675997,NA,0.532498,NA,0.3579267,NA,NA,1932.15793223415,NA,725.263668707773,Sub-Saharan Africa,Lower middle income,IDA
LTU,Lithuania,2000,NA,0.1111111,0.7023349,NA,0.5587528,NA,0.752769,NA,NA,15771.4271638364,32.6196629506106,6384.30864873307,Europe & Central Asia,High income,Not classified
LUX,Luxembourg,2000,NA,0.2222222,0.8814852,NA,0.6213588,NA,0.924758,NA,NA,113539.103582204,NA,92527.7118069642,Europe & Central Asia,High income,Not classified
LVA,Latvia,2000,NA,0,0.7422767,NA,0.5179544,NA,0.6619593,NA,NA,14554.2608105924,NA,6336.38310612599,Europe & Central Asia,High income,Not classified
MAC,"Macao SAR, China",2000,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,55936.0998320005,NA,31763.2544886623,East Asia & Pacific,High income,Not classified
MAR,Morocco,2000,NA,0,0.4963608,NA,0.4611419,NA,0.3363338,NA,NA,5100.11572265625,NA,1957.14135742188,Middle East & North Africa,Lower middle income,IBRD
MCO,Monaco,2000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,120456.506337384,Europe & Central Asia,High income,Not classified
MDA,Moldova,2000,NA,0.1111111,NA,NA,0.50384930000000006,NA,0.3203852,NA,NA,5727.07922525352,73.0188685605433,1346.9156717656101,Europe & Central Asia,Upper middle income,IBRD
MDG,Madagascar,2000,NA,0.1111111,0.3817523,NA,0.4044929,NA,0.2485147,NA,NA,1707.38547506582,NA,465.529509827021,Sub-Saharan Africa,Low income,IDA
MDV,Maldives,2000,NA,0.2222222,0.4771638,NA,0.3668378,NA,0.2605695,NA,NA,13678.8583084467,40.8644099852265,7049.37475025832,South Asia,Upper middle income,IDA
MEX,Mexico,2000,NA,0.2222222,0.4293831,NA,0.4819255,NA,0.4210385,NA,NA,20470.4937684497,18.1918633366124,9581.96970210753,Latin America & Caribbean,Upper middle income,IBRD
MHL,Marshall Islands,2000,NA,0,NA,NA,NA,NA,NA,NA,NA,3772.2158024275,NA,3040.59677355737,East Asia & Pacific,Upper middle income,IDA
MKD,North Macedonia,2000,NA,0.2222222,0.4615356,NA,0.4490856,NA,0.3658243,NA,NA,11988.3096126143,NA,3283.37934095351,Europe & Central Asia,Upper middle income,IBRD
MLI,Mali,2000,NA,0.2222222,0.3518834,NA,0.5207838,NA,0.1173671,NA,NA,1744.11576732026,NA,541.349959295276,Sub-Saharan Africa,Low income,IDA
MLT,Malta,2000,NA,0.1111111,0.6970707,NA,0.4806355,NA,0.642847,NA,NA,31025.5607906574,NA,17178.285512948,Middle East & North Africa,High income,Not classified
MMR,Myanmar,2000,NA,0,0.3125797,NA,NA,NA,0.0992725,NA,NA,1359.93038778027,NA,298.590464505888,East Asia & Pacific,Lower middle income,IDA
MNE,Montenegro,2000,NA,0,0.4876242,NA,NA,NA,0.3686278,NA,NA,14432.6432012174,NA,4431.60047014419,Europe & Central Asia,Upper middle income,IBRD
MNG,Mongolia,2000,NA,0,0.545158,NA,0.5682015,NA,0.4159602,NA,NA,5818.24307842901,78.41832770873,1598.31282040605,East Asia & Pacific,Lower middle income,IBRD
MOZ,Mozambique,2000,NA,0.1111111,0.4533502,NA,0.4923216,NA,0.417519,NA,NA,711.976393527396,NA,287.390630344484,Sub-Saharan Africa,Low income,IDA
MRT,Mauritania,2000,NA,0.2222222,0.2933345,NA,0.34826,NA,0.2081589,NA,NA,5008.60807144572,NA,1304.64439067179,Sub-Saharan Africa,Lower middle income,IDA
MUS,Mauritius,2000,NA,0.2222222,0.6050793,NA,0.4947314,NA,0.4445505,NA,NA,13322.0201371529,31.6907550044809,5671.0295504201,Sub-Saharan Africa,Upper middle income,IBRD
MWI,Malawi,2000,NA,0.2222222,0.4801005,NA,0.5232945,NA,0.3259883,NA,NA,1239.39174837392,NA,418.592985031573,Sub-Saharan Africa,Low income,IDA
MYS,Malaysia,2000,NA,0.2222222,0.4556244,NA,0.4263309,NA,0.3339884,NA,NA,18532.9096706227,NA,6455.61419792583,East Asia & Pacific,Upper middle income,IBRD
NAM,Namibia,2000,NA,0.2222222,0.6111141,NA,0.5001767,NA,0.6462106,NA,NA,7858.38789521253,NA,3083.59657884697,Sub-Saharan Africa,Upper middle income,IBRD
NER,Niger,2000,NA,0,0.6177152,NA,0.5670807,NA,0.3509554,NA,NA,1190.56674543223,NA,392.898616941042,Sub-Saharan Africa,Low income,IDA
NGA,Nigeria,2000,NA,0.2222222,0.3411861,NA,0.5306951,NA,0.1224314,NA,NA,3290.70566119181,NA,1421.67987952013,Sub-Saharan Africa,Lower middle income,Blend
NIC,Nicaragua,2000,NA,0.2222222,0.3608559,NA,0.4350687,NA,0.208698,NA,NA,4838.23762688228,NA,1458.37854273063,Latin America & Caribbean,Lower middle income,IDA
NLD,Netherlands,2000,NA,0,0.8528168,NA,0.6368034,NA,0.8915344,NA,NA,56016.8726843978,NA,40665.3381347954,Europe & Central Asia,High income,Not classified
NOR,Norway,2000,NA,0.3333333,0.8895106,NA,0.6772972,NA,0.935802,NA,NA,77587.207298537,NA,67846.5968530147,Europe & Central Asia,High income,Not classified
NPL,Nepal,2000,NA,0.2222222,0.5710307,NA,0.6168991,NA,0.2146443,NA,NA,2340.81563141298,64.5733198414706,547.221082273632,South Asia,Lower middle income,IDA
NRU,Nauru,2000,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,8969.12587395231,NA,6090.65769939007,East Asia & Pacific,High income,IBRD
NZL,New Zealand,2000,NA,0.4444444,0.8106147,NA,0.5891247,NA,0.9201809,NA,NA,35867.4548551381,NA,30848.1860883256,East Asia & Pacific,High income,Not classified
OMN,Oman,2000,NA,0.1111111,0.5816458,NA,NA,NA,0.6703063,NA,NA,42086.0431536301,NA,19881.7364316776,Middle East & North Africa,High income,Not classified
PAK,Pakistan,2000,NA,0.1111111,0.5455229,NA,NA,NA,0.3098309,NA,NA,3531.71291531612,55.0324216144747,1049.54229686852,South Asia,Lower middle income,Blend
PAN,Panama,2000,NA,0.1111111,0.5846117,NA,0.5637116,NA,0.4058943,NA,NA,14572.975232,NA,6856.14919005847,Latin America & Caribbean,High income,IBRD
PER,Peru,2000,NA,0.3333333,NA,NA,0.6303433,NA,0.3116573,NA,NA,7670.46011952872,NA,3286.27308475523,Latin America & Caribbean,Upper middle income,IBRD
PHL,Philippines,2000,NA,0.3333333,0.5757354,NA,0.4847765,NA,0.2377302,NA,NA,4740.43890934512,58.5984332029896,1793.34760866258,East Asia & Pacific,Lower middle income,IBRD
PLW,Palau,2000,NA,0,NA,NA,NA,NA,NA,NA,NA,15440.0818642942,NA,12100.4320010493,East Asia & Pacific,Upper middle income,IBRD
PNG,Papua New Guinea,2000,NA,0.3333333,NA,NA,0.4261363,NA,0.3275212,NA,NA,3326.79859964179,57.7415312557776,1989.57882204274,East Asia & Pacific,Lower middle income,Blend
POL,Poland,2000,NA,0,0.7769822,NA,0.5817399,NA,0.8373441,NA,NA,18566.3546288772,NA,7401.57697647848,Europe & Central Asia,High income,IBRD
PRT,Portugal,2000,NA,0.1111111,0.754149,NA,0.5939981,NA,0.838829,NA,NA,35069.8274884286,NA,18822.0932874528,Europe & Central Asia,High income,Not classified
PRY,Paraguay,2000,NA,0.1111111,0.3644267,NA,0.5398347,NA,0.0690397,NA,NA,9998.59285445016,NA,4074.48953320404,Latin America & Caribbean,Upper middle income,IBRD
PSE,West Bank and Gaza,2000,NA,NA,0.3818779,NA,NA,NA,0.4917512,NA,NA,4520.88992531975,NA,2436.01207739636,Middle East & North Africa,Lower middle income,Not classified
QAT,Qatar,2000,NA,0,0.4828021,NA,NA,NA,0.5330985,NA,NA,93187.0628559766,NA,52234.4244373565,Middle East & North Africa,High income,Not classified
ROU,Romania,2000,NA,NA,0.5407284,NA,0.5124962,NA,0.2501294,NA,NA,14852.8644783399,27.8447345285392,4569.30914768462,Europe & Central Asia,High income,IBRD
RUS,Russian Federation,2000,NA,0.1111111,0.547219,NA,0.4747722,NA,0.2703326,NA,NA,20309.267578125,62.1488888669576,5323.66650390625,Europe & Central Asia,Upper middle income,IBRD
RWA,Rwanda,2000,NA,0.1111111,0.3729814,NA,0.500297,NA,0.4171424,NA,NA,1015.79386450632,NA,333.355069767411,Sub-Saharan Africa,Low income,IDA
SAU,Saudi Arabia,2000,NA,0,0.5219146,NA,NA,NA,0.4235184,NA,NA,51588.9107142657,NA,21862.716081319,Middle East & North Africa,High income,Not classified
SDN,Sudan,2000,NA,0.2222222,NA,NA,0.288844,NA,0.1405713,NA,NA,3575.85205078125,NA,1111.11865234375,Sub-Saharan Africa,Low income,IDA
SEN,Senegal,2000,NA,0.1111111,0.5655019,NA,0.5830954,NA,0.5745624,NA,NA,3093.28791602615,NA,1048.37474052363,Sub-Saharan Africa,Lower middle income,IDA
SGP,Singapore,2000,NA,0.3333333,0.854719,NA,0.5338121,NA,0.9760903,NA,NA,68019.5295652496,83.842291725532,34890.0811365168,East Asia & Pacific,High income,Not classified
SLB,Solomon Islands,2000,NA,0.2222222,0.500371,NA,0.3457358,NA,0.4039636,NA,NA,2276.84179778836,NA,1747.73099551254,East Asia & Pacific,Lower middle income,IDA
SLE,Sierra Leone,2000,NA,0.1111111,0.4280711,NA,NA,NA,0.2656478,NA,NA,1787.3387028827,NA,649.404708238465,Sub-Saharan Africa,Low income,IDA
SLV,El Salvador,2000,NA,0.4444444,0.3546414,NA,0.3897966,NA,0.2677498,NA,NA,7545.44796218991,27.376408936306,2964.89346881406,Latin America & Caribbean,Lower middle income,IBRD
SMR,San Marino,2000,NA,0,NA,NA,NA,NA,NA,NA,NA,77149.4159964233,NA,55806.9219720449,Europe & Central Asia,High income,Not classified
SOM,Somalia,2000,NA,0,0.1411312,NA,NA,NA,0.0480351,NA,NA,702.597931085462,NA,233.032406774336,Sub-Saharan Africa,Low income,IDA
SRB,Serbia,2000,NA,0,0.5696349,NA,NA,NA,0.1708067,NA,NA,11106.0008348458,NA,3542.35373929055,Europe & Central Asia,Upper middle income,IBRD
STP,São Tomé and Príncipe,2000,NA,0.1111111,0.5024128,NA,0.4929344,NA,0.5377493,NA,NA,3852.89042721453,NA,959.938180991352,Sub-Saharan Africa,Lower middle income,IDA
SUR,Suriname,2000,NA,0.2222222,0.4144137,NA,0.5691144,NA,0.6550424,NA,NA,16220.1790603262,NA,6128.31602380553,Latin America & Caribbean,Upper middle income,IBRD
SVK,Slovak Republic,2000,NA,0,0.6781039,NA,0.522207,NA,0.6293427,NA,NA,18335.6561314857,53.9939962724474,8997.21205983851,Europe & Central Asia,High income,Not classified
SVN,Slovenia,2000,NA,0.2222222,0.7847634,NA,0.6144812,NA,0.7846515,NA,NA,30063.1184691679,NA,16146.1215958752,Europe & Central Asia,High income,Not classified
SWE,Sweden,2000,NA,0.2222222,0.844929,NA,0.6570314,NA,0.9951892,NA,NA,47875.0844652579,70.2596739441794,41561.0967168749,Europe & Central Asia,High income,Not classified
SWZ,Eswatini,2000,NA,0.1111111,0.3767835,NA,0.3413104,NA,0.3985317,NA,NA,6197.05001602455,NA,2279.16365357531,Sub-Saharan Africa,Lower middle income,IBRD
SYC,Seychelles,2000,NA,0.1111111,0.608517,NA,0.4902277,NA,0.5264209,NA,NA,20633.6746950761,NA,11703.7535246117,Sub-Saharan Africa,High income,IBRD
SYR,Syrian Arab Republic,2000,NA,0,0.440015,NA,0.3230164,NA,0.0941837,NA,NA,7807.92995548742,NA,1248.38488334216,Middle East & North Africa,Low income,IDA
TCD,Chad,2000,NA,0.3333333,0.3371357,NA,0.3230907,NA,0.0224235,NA,NA,1089.90302492433,NA,368.078261898703,Sub-Saharan Africa,Low income,IDA
TGO,Togo,2000,NA,0.1111111,0.3383392,NA,0.5307282,NA,0.1084262,NA,NA,2096.8590980088,NA,679.533367700848,Sub-Saharan Africa,Low income,IDA
THA,Thailand,2000,NA,0.1111111,0.6305307,NA,0.5078958,NA,0.2501434,NA,NA,11622.1116671016,21.9645865139196,3514.71662970608,East Asia & Pacific,Upper middle income,IBRD
TJK,Tajikistan,2000,NA,0,0.2409394,NA,0.3424194,NA,0.0676133,NA,NA,1365.23327447129,114.076117982873,429.537300984643,Europe & Central Asia,Lower middle income,IDA
TKM,Turkmenistan,2000,NA,0,0.3144397,NA,0.3239463,NA,0.099001,NA,NA,5112.52948147352,NA,2255.01496788934,Europe & Central Asia,Upper middle income,IBRD
TLS,Timor-Leste,2000,NA,NA,0.4187915,NA,NA,NA,NA,NA,NA,3783.88248765436,NA,1117.56429796112,East Asia & Pacific,Lower middle income,Blend
TON,Tonga,2000,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,5808.26502219189,NA,3866.68567418646,East Asia & Pacific,Upper middle income,IDA
TTO,Trinidad and Tobago,2000,NA,0.2222222,0.6050537,NA,0.52584089999999994,NA,0.6914784,NA,NA,19793.2972364051,NA,10027.1128846253,Latin America & Caribbean,High income,IBRD
TUN,Tunisia,2000,NA,0.3333333,0.4653256,NA,0.4764997,NA,0.1705665,NA,NA,9083.76967144518,56.7212758294998,2864.55075602101,Middle East & North Africa,Lower middle income,IBRD
TUR,Türkiye,2000,NA,0.3333333,0.5510904,NA,0.4575695,NA,0.4248294,NA,NA,14737.4417410446,NA,6325.0960882995,Europe & Central Asia,Upper middle income,IBRD
TUV,Tuvalu,2000,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,3721.89566515454,NA,3056.55101983122,East Asia & Pacific,Upper middle income,IDA
TZA,Tanzania,2000,NA,0.3333333,NA,NA,0.7383344,NA,0.4827692,NA,NA,1839.93664550781,NA,555.348083496094,Sub-Saharan Africa,Lower middle income,IDA
UGA,Uganda,2000,NA,0.1111111,NA,NA,0.7138401,NA,0.2466477,NA,NA,1487.00498853512,NA,509.19755319016,Sub-Saharan Africa,Low income,IDA
UKR,Ukraine,2000,NA,0,0.5600027,NA,0.4108578,NA,0.1692179,NA,NA,10364.0625,43.7297874273256,1409.22265625,Europe & Central Asia,Lower middle income,IBRD
URY,Uruguay,2000,NA,0.4444444,0.8063663,NA,0.5992683,NA,0.8549112,NA,NA,18812.9810312217,NA,11096.3309569487,Latin America & Caribbean,High income,IBRD
UZB,Uzbekistan,2000,NA,0.1111111,0.3921295,NA,0.3768951,NA,0.0932806,NA,NA,3410.65044992005,NA,1269.72137546203,Europe & Central Asia,Lower middle income,Blend
VCT,St. Vincent and the Grenadines,2000,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,9890.36186597874,47.911890587105,5062.8308005303,Latin America & Caribbean,Upper middle income,Blend
VNM,Vietnam,2000,NA,0.1111111,0.5003464,NA,0.5589694,NA,0.4393709,NA,NA,4349.22348751462,NA,1212.19657794381,East Asia & Pacific,NA,NA
VUT,Vanuatu,2000,NA,0.3333333,0.6193821,NA,0.5513956,NA,0.4283279,NA,NA,3342.16726605182,NA,2816.55467270142,East Asia & Pacific,Lower middle income,IDA
WSM,Samoa,2000,NA,0.3333333,NA,NA,NA,NA,NA,NA,NA,4638.59446493745,NA,2945.37217923198,East Asia & Pacific,Lower middle income,IDA
YEM,"Yemen, Rep.",2000,NA,0.2222222,0.2424125,NA,0.361893,NA,0.1183766,NA,NA,NA,NA,2114.6525823037,Middle East & North Africa,Low income,IDA
ZAF,South Africa,2000,NA,0.3333333,0.5936342,NA,0.5248588,NA,0.473293,NA,NA,11197.5148952493,39.6390583837328,4700.87555500704,Sub-Saharan Africa,Upper middle income,IBRD
ZMB,Zambia,2000,NA,0.1111111,0.5398407,NA,0.5594929,NA,0.4523507,NA,NA,2220.5653712714,NA,804.48463418783,Sub-Saharan Africa,Low income,IDA
ZWE,Zimbabwe,2000,NA,0.2222222,0.4431933,NA,0.4684392,NA,0.226599,NA,NA,4071.02200147984,NA,1668.42629652647,Sub-Saharan Africa,Lower middle income,Blend
AFG,Afghanistan,2001,NA,0,0.2424244,NA,NA,NA,0.2740535,NA,NA,1454.11078195559,NA,277.118051443941,South Asia,Low income,IDA
AGO,Angola,2001,NA,0.2222222,0.2989998,NA,0.3662397,NA,0.1475971,NA,NA,6049.16321222272,NA,1947.85672988915,Sub-Saharan Africa,Lower middle income,IBRD
ALB,Albania,2001,NA,0.1111111,0.4729101,NA,0.5645708,NA,0.2262117,NA,NA,7116.07695071767,NA,2143.52683947815,Europe & Central Asia,Upper middle income,IBRD
ARE,United Arab Emirates,2001,NA,0,0.4425068,NA,0.2940852,NA,0.8023747,NA,NA,88045.1975154911,NA,54574.8141644088,Middle East & North Africa,High income,Not classified
ARG,Argentina,2001,NA,0.2222222,0.6565928,NA,0.6612263,NA,0.5058461,NA,NA,21066.4581290433,NA,10051.9448463043,Latin America & Caribbean,Upper middle income,IBRD
ARM,Armenia,2001,NA,0,0.4632792,NA,0.4224171,NA,0.1480416,NA,NA,5044.11647826468,NA,1351.12072694555,Europe & Central Asia,Upper middle income,IBRD
ATG,Antigua and Barbuda,2001,NA,0.2222222,NA,NA,NA,NA,NA,NA,NA,24019.5911240671,NA,15000.8336257587,Latin America & Caribbean,High income,IBRD
AUS,Australia,2001,NA,0.3333333,0.9147683,NA,0.5812637,NA,0.8032851,NA,NA,45338.6834259568,27.6933059278882,46191.3142366289,East Asia & Pacific,High income,Not classified
AUT,Austria,2001,NA,0.2222222,0.767964,NA,0.5631505,NA,0.741683,NA,NA,54098.025596484,66.3451836085323,38929.753817402,Europe & Central Asia,High income,Not classified
AZE,Azerbaijan,2001,NA,0.1111111,0.3122362,NA,0.3909321,NA,0.0422694,NA,NA,6075.61452386132,NA,1614.84885813475,Europe & Central Asia,Upper middle income,IBRD
BDI,Burundi,2001,NA,0.1111111,0.2872126,NA,0.5349373,NA,0.4713276,NA,NA,983.396846717033,NA,300.799882759047,Sub-Saharan Africa,Low income,IDA
BEL,Belgium,2001,NA,0.2222222,0.7964655,NA,0.7283369,NA,0.9062878,NA,NA,50857.8289187403,108.917591351373,36148.2881160202,Europe & Central Asia,High income,Not classified
BEN,Benin,2001,NA,0.1111111,0.5563412,NA,0.5823277,NA,0.2893377,NA,NA,2591.06485220288,NA,879.85446379954,Sub-Saharan Africa,Lower middle income,IDA
BFA,Burkina Faso,2001,NA,0.3333333,0.6077784,NA,0.5048276,NA,0.4895301,NA,NA,1477.28491846525,NA,442.914122870048,Sub-Saharan Africa,Low income,IDA
BGD,Bangladesh,2001,NA,0.2222222,0.3926139,NA,0.3902198,NA,0.2756268,NA,NA,2803.55471950946,31.4618431575804,641.288922876274,South Asia,Lower middle income,IDA
BGR,Bulgaria,2001,NA,0.1111111,0.7385813,NA,0.5924597,NA,0.5239718,NA,NA,13302.0901500955,61.3339831607689,3941.27569674232,Europe & Central Asia,Upper middle income,IBRD
BHR,Bahrain,2001,NA,0,0.4616388,NA,0.3104029,NA,NA,NA,NA,57280.6986376651,27.1047836328351,25106.2869597603,Middle East & North Africa,High income,Not classified
BHS,"Bahamas, The",2001,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,35062.1707533404,NA,32889.1043697221,Latin America & Caribbean,High income,Not classified
BIH,Bosnia and Herzegovina,2001,NA,0,0.4496461,NA,0.5936309,NA,0.3169917,NA,NA,7980.40864321837,NA,2616.41412523094,Europe & Central Asia,Upper middle income,IBRD
BLR,Belarus,2001,NA,0.1111111,0.5913794,NA,0.5314134,NA,0.4857271,NA,NA,11771.0872103845,11.440616774975,2753.03951749076,Europe & Central Asia,Upper middle income,IBRD
BLZ,Belize,2001,NA,0.4444444,NA,NA,NA,NA,NA,NA,NA,11555.9072108358,NA,5763.67721322443,Latin America & Caribbean,Upper middle income,IBRD
BOL,Bolivia,2001,NA,0.2222222,0.4932036,NA,0.5628945,NA,0.286546,NA,NA,6144.97829336289,68.3398527645303,2013.84580846685,Latin America & Caribbean,Lower middle income,IBRD
BRA,Brazil,2001,NA,0.7777778,0.7173959,NA,0.603861,NA,0.4374831,NA,NA,14016.1313783123,NA,6823.03397034029,Latin America & Caribbean,Upper middle income,IBRD
BRB,Barbados,2001,NA,0.4444444,0.7464702,NA,0.499918,NA,0.773667,NA,NA,18380.2588935019,NA,18867.6490272458,Latin America & Caribbean,High income,Not classified
BRN,Brunei Darussalam,2001,NA,0.1111111,NA,NA,NA,NA,NA,NA,NA,99680.7624772261,NA,37269.3097506594,East Asia & Pacific,High income,Not classified
BTN,Bhutan,2001,NA,0,0.5637169,NA,0.5327094,NA,0.7069814,NA,NA,5545.63055320068,67.1679909951713,1321.09878328869,South Asia,Lower middle income,IDA
BWA,Botswana,2001,NA,0.2222222,0.6771378,NA,0.4946238,NA,0.7116855,NA,NA,12949.6671581051,NA,4971.96371794188,Sub-Saharan Africa,Upper middle income,IBRD
CAF,Central African Republic,2001,NA,0.1111111,0.2991982,NA,0.4840264,NA,0.2430255,NA,NA,1272.85710758505,NA,446.658634192083,Sub-Saharan Africa,Low income,IDA
CHE,Switzerland,2001,NA,0.3333333,0.831221,NA,0.6018339,NA,0.9407856,NA,NA,67957.7954247775,24.7027735782155,74439.463600957,Europe & Central Asia,High income,Not classified
CHL,Chile,2001,NA,0.4444444,0.6768785,NA,0.5546579,NA,0.8378299,NA,NA,17877.9810359002,NA,8632.01482418618,Latin America & Caribbean,High income,IBRD
