country_name,country_code,year,cgdppc,govdebt,region,income,lending
Africa Western and Central,AFW,2000,1175.77484413942,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2023,1820.75474142308,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2003,1319.36053885277,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2021,1779.34015871995,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2014,1846.05094373233,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2011,1695.18785144481,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2007,1497.18807427243,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,1998,1177.72201270595,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2022,1804.19814239875,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2005,1424.63880748968,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2019,1811.72758256053,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2016,1799.97494491163,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,1999,1163.56122007983,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2009,1598.60092536965,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2006,1459.32809971552,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2015,1845.76780421108,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2004,1385.00978963336,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2017,1793.46529188134,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2010,1663.01583407265,NA,Aggregates,Aggregates,Aggregates
Africa Western and Central,AFW,2008,1546.8522365207,NA,Aggregates,Aggregates,Aggregates
Albania,ALB,2010,3577.11432498868,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1999,1821.87313102694,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1998,1603.64765027651,55.5657038623041,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2009,3432.1708719722,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2022,5154.8274975368,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1997,1464.29796254199,53.1078249689126,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1996,1633.55200001885,37.4810649631085,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2005,2675.50863709675,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1995,1488.02088119627,35.7569039092832,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2000,1960.88245974115,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2011,3678.04770145146,69.6376739165201,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2008,3298.47890843532,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2004,2522.44937446209,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1991,1163.49159838489,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2013,3780.69919254096,70.5807697920008,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2014,3855.76074409659,73.3202274771466,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1990,1606.29646776458,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2021,4858.05201500931,81.9201331889469,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2006,2851.36775919961,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2007,3044.89661682055,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1994,1305.00106057165,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2002,2247.49808010881,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2003,2380.64462078713,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1992,1086.4387714304,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,1993,1197.58090750054,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2015,3952.80357364813,79.8644181475793,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2016,4090.37272829183,80.7355819675527,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2012,3736.34007957648,63.6691526405469,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2017,4249.8200493985,75.8887278169195,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2020,4417.04105105395,83.4542023884025,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2001,2143.52683947815,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2023,5419.63779125273,NA,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2018,4431.55559506989,63.6337624893814,Europe & Central Asia,Upper middle income,IBRD
Albania,ALB,2019,4542.26866282892,74.8082829284774,Europe & Central Asia,Upper middle income,IBRD
Algeria,DZA,2011,4501.35430135827,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2010,4456.61027416201,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2007,4339.25055772185,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2003,3945.89816092714,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2002,3754.66081539402,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2006,4279.61547125531,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2021,4456.74687641147,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2022,4544.46688059647,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2001,3610.00605632903,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2009,4336.10054056598,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2005,4223.60252134721,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1993,3302.91950571082,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1994,3201.56914405705,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2008,4367.56538019901,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2000,3553.32420521282,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1992,3455.9293629926,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1997,3297.46603365919,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1999,3471.49196276655,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2004,4066.28204806069,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1996,3322.9553813945,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1991,3478.5097627463,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2012,4518.4397895726,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1995,3255.187268716,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2020,4363.68533766912,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2014,4634.10149183949,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1998,3410.88254399624,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2019,4672.66408682198,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,1990,3605.68701213527,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2018,4717.00358853556,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2015,4685.05902729002,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2016,4768.73140080218,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2013,4543.23444004859,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2023,4660.40545686886,NA,Middle East & North Africa,Lower middle income,IBRD
Algeria,DZA,2017,4742.90075536604,NA,Middle East & North Africa,Lower middle income,IBRD
American Samoa,ASM,2006,12794.7565021718,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2007,13092.3111393408,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2010,12446.3086265015,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2013,11871.7937192729,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2015,12727.4102651386,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2009,12342.0575384016,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2014,12203.0894714284,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2001,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2002,13054.6364326897,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2003,13201.7347516166,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2005,13284.2791128875,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2012,12068.2667374983,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1992,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1993,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1994,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2016,12665.2829921268,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2017,11930.7771236826,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2018,12412.6024074562,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2019,12524.0160252283,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2004,13291.5356626851,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2020,13194.274740128,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2021,13233.5784817341,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2022,13709.0974895473,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2011,12521.8095058644,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2008,12809.4633079683,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1991,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1997,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1998,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1995,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1996,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1999,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2000,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,1990,NA,NA,East Asia & Pacific,Upper middle income,Not classified
American Samoa,ASM,2023,NA,NA,East Asia & Pacific,Upper middle income,Not classified
Andorra,AND,2023,40227.2335282714,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2022,39780.3966116268,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2013,35684.169433471,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2014,37300.6244183478,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2016,40085.0205971586,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2018,39242.1448960772,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2019,39346.2750344286,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2020,34536.6499209948,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2005,40528.1748609004,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2006,41322.0529198761,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2007,40789.1589682857,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2008,37775.1261390552,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1995,27619.5060608184,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1996,28871.2160741757,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1997,31140.6896808445,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2015,38654.9347203095,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1998,31800.3640667052,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2017,39361.0622634329,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2002,38084.4843094685,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2003,39620.3201590697,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2021,36929.0191515162,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1990,31143.1468745802,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1991,29642.305980666,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1992,28161.9424927346,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1993,26518.2336327363,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2009,35604.3840085198,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2010,36277.2644412087,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2011,37637.4868329126,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2012,36206.9784343227,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2004,40054.3211516798,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1999,32938.6437399807,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2000,34113.8173771495,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,2001,36790.1037072591,NA,Europe & Central Asia,High income,Not classified
Andorra,AND,1994,26587.1383037195,NA,Europe & Central Asia,High income,Not classified
Angola,AGO,2022,2382.02263952585,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1991,2324.36937619854,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1992,2118.16654532324,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1993,1559.517151584,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1990,2380.17624300565,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1994,1529.994431256,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1995,1701.69727652709,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1996,1867.93503101029,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1997,1936.91619338589,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1998,1961.03722525713,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2023,2332.88691268977,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,1999,1938.86184025918,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2011,3099.9422899117,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2012,3236.57494513146,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2013,3268.63890723473,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2014,3300.73510980871,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2015,3213.90261080059,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2016,3020.98332805417,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2006,2716.25302638209,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2007,2983.0418728513,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2008,3193.28772270836,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2021,2385.44881834294,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2000,1932.98847886814,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2001,1947.85672988915,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2009,3100.60927365473,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2010,3114.69608592822,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2004,2277.86696532928,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2017,2911.60084214038,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2002,2139.87259662901,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2003,2128.19579323903,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2020,2433.37637275564,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2018,2775.74642272991,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2019,2664.43850995544,NA,Sub-Saharan Africa,Lower middle income,IBRD
Angola,AGO,2005,2526.41057941008,NA,Sub-Saharan Africa,Lower middle income,IBRD
Antigua and Barbuda,ATG,2000,15958.3132753462,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1999,15280.3215843951,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2012,15986.5855542187,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1990,13164.2272092671,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1991,13382.6739017785,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1992,13323.9442876969,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2013,15745.4753067356,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1994,14417.9361441651,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1995,13517.2120795095,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1996,14115.4382832454,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1993,13774.4689520092,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2009,17743.6223972972,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1997,14585.7889477865,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,1998,14989.1843884929,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2016,16635.7318893628,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2017,16951.5063540798,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2018,18038.8532949834,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2014,15966.5831000524,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2020,14935.6150238496,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2021,16071.0843222933,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2022,17507.389224109502,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2019,18508.9783729509,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2011,15631.2134928755,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2015,16080.6580495873,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2001,15000.8336257587,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2010,16132.6118723322,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2003,15701.2446362213,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2004,16430.5408564489,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2005,17298.2265678329,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2002,14965.4696892062,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2023,18090.7735177058,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2008,20461.256479537202,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2006,19256.3006281792,NA,Latin America & Caribbean,High income,IBRD
Antigua and Barbuda,ATG,2007,20766.6864243165,NA,Latin America & Caribbean,High income,IBRD
Arab World,ARB,1997,4592.78996559558,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,1994,4349.73515231456,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,1993,4324.92148985912,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,2009,5769.66769645566,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,1998,4696.85369986502,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,1995,4360.67537473271,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,2007,5709.61638522281,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,2008,5875.93648183759,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,2020,5861.7972778436,NA,Aggregates,Aggregates,Aggregates
Arab World,ARB,1992,4305.91245163586,NA,Aggregates,Aggregates,Aggregates
